start_date_inclusive,end_date_inclusive,building_identifier,location_street_address,location_street_address_2,location_city,location_country,location_subdivision,location_postal_code,building_kind,building_area_quantity,building_area_unit,building_lease_type,clean_power_percent,building_occupied,heating_type,refrigerants_used,manufacturing_facility_kind,custom_field_region,custom_field_business_unit
2022-01-01,2024-01-31,Rosario Office - Administrative or Professional 1,,,Rosario,Argentina,,,Office - Administrative or Professional,834,square_meters,Owned by us,0,TRUE,,,,Latin America,Business Unit Alpha 
2022-01-01,2024-01-31,Mendoza Office - Administrative or Professional 1,,,Mendoza,Argentina,,,Office - Administrative or Professional,780,square_meters,Owned by us,0,TRUE,,,,Latin America,Business Unit Charlie
2023-08-01,2024-01-31,Mendoza Office - Mixed use 1,,,Mendoza,Argentina,,,Office - Mixed use,"2,066",square_meters,Owned by us,0,TRUE,,,,Latin America,Business Unit Delta 
2022-01-01,2024-01-31,San Miguel de Tucumán Office - Mixed use 1,,,San Miguel de Tucumán,Argentina,,,Office - Mixed use,"1,578",square_meters,Owned by us,0,TRUE,,,,Latin America,Business Unit Bravo
2023-11-01,2024-01-31,San Miguel de Tucumán Office - Mixed use 2,,,San Miguel de Tucumán,Argentina,,,Office - Mixed use,972,square_meters,Owned by us,0,TRUE,,,,Latin America,Business Unit Alpha 
2023-11-01,2024-01-31,Mexico City Office - Mixed use 1,,,Mexico City,Mexico,,,Office - Mixed use,"1,234",square_meters,Owned by us,0,TRUE,,,,Latin America,Business Unit Alpha 
2023-09-01,2024-01-31,Mexico City Office - Administrative or Professional 1,,,Mexico City,Mexico,,,Office - Administrative or Professional,559,square_meters,Owned by us,0,TRUE,,,,Latin America,Business Unit Bravo
2023-12-01,2024-01-31,Guadalajara Office - Administrative or Professional 1,,,Guadalajara,Mexico,Jalisco,,Office - Administrative or Professional,793,square_meters,Owned by us,0,TRUE,,,,Latin America,Business Unit Bravo
2022-01-01,2024-01-31,Guadalajara Office - Administrative or Professional 2,,,Guadalajara,Mexico,Jalisco,,Office - Administrative or Professional,892,square_meters,Owned by us,0,TRUE,,,,Latin America,Business Unit Bravo
2022-01-01,2024-01-31,Monterrey Office - Administrative or Professional 1,,,Monterrey,Mexico,Nuevo León,,Office - Administrative or Professional,736,square_meters,Owned by us,0,TRUE,,,,Latin America,Business Unit Echo
2023-07-01,2024-01-31,Puebla Office - Mixed use 1,,,Puebla,Mexico,Puebla,,Office - Mixed use,"1,884",square_meters,Owned by us,0,TRUE,,,,Latin America,Business Unit Bravo
2022-01-01,2024-01-31,Puebla Office - Mixed use 2,,,Puebla,Mexico,Puebla,,Office - Mixed use,"2,097",square_meters,Owned by us,0,TRUE,,,,Latin America,Business Unit Echo
2022-01-01,2024-01-31,León Office - Mixed use 1,,,León,Mexico,Guanajuato,,Office - Mixed use,"1,780",square_meters,Owned by us,0,TRUE,,,,Latin America,Business Unit Alpha 
2022-01-01,2023-01-01,Sydney Office - Mixed use 1,,,Sydney,Australia,New South Wales,,Office - Mixed use,"1,673",square_meters,Owned by us,0,TRUE,,,,APAC,Business Unit Charlie
2022-01-01,2024-01-31,Sydney Office - Mixed use 2,,,Sydney,Australia,New South Wales,,Office - Mixed use,"2,257",square_meters,Owned by us,0,TRUE,,,,APAC,Business Unit Bravo
2022-01-01,2024-01-31,Melbourne Office - Administrative or Professional 1,,,Melbourne,Australia,Victoria,,Office - Administrative or Professional,828,square_meters,Owned by us,0,TRUE,,,,APAC,Business Unit Alpha 
2023-03-01,2024-01-31,Brisbane Office - Mixed use 1,,,Brisbane,Australia,Queensland,,Office - Mixed use,"2,290",square_meters,Owned by us,0,TRUE,,,,APAC,Business Unit Delta 
2023-01-01,2024-01-31,Perth Office - Administrative or Professional 1,,,Perth,Australia,Western Australia,,Office - Administrative or Professional,663,square_meters,Owned by us,0,TRUE,,,,APAC,Business Unit Charlie
2022-01-01,2024-01-31,Perth Office - Mixed use 1,,,Perth,Australia,Western Australia,,Office - Mixed use,"1,889",square_meters,Owned by us,0,TRUE,,,,APAC,Business Unit Bravo
2023-09-01,2024-01-31,Adelaide Office - Administrative or Professional 1,,,Adelaide,Australia,South Australia,,Office - Administrative or Professional,840,square_meters,Owned by us,0,TRUE,,,,APAC,Business Unit Alpha 
2022-01-01,2024-01-31,Adelaide Office - Mixed use 1,,,Adelaide,Australia,South Australia,,Office - Mixed use,"1,194",square_meters,Owned by us,0,TRUE,,,,APAC,Business Unit Echo
2022-01-01,2023-01-01,Tokyo Office - Mixed use 1,,,Tokyo,Japan,Tokyo,,Office - Mixed use,"1,211",square_meters,Owned by us,0,TRUE,,,,APAC,Business Unit Echo
2022-01-01,2024-01-31,Osaka Office - Mixed use 1,,,Osaka,Japan,Osaka,,Office - Mixed use,"1,287",square_meters,Owned by us,0,TRUE,,,,APAC,Business Unit Echo
2022-01-01,2024-01-31,Osaka Office - Administrative or Professional 1,,,Osaka,Japan,Osaka,,Office - Administrative or Professional,747,square_meters,Owned by us,0,TRUE,,,,APAC,Business Unit Delta 
2022-01-01,2023-01-01,Beijing Office - Mixed use 1,,,Beijing,China,,,Office - Mixed use,"1,011",square_meters,Owned by us,0,TRUE,,,,APAC,Business Unit Alpha 
2022-01-01,2023-01-01,Beijing Office - Administrative or Professional 1,,,Beijing,China,,,Office - Administrative or Professional,790,square_meters,Owned by us,0,TRUE,,,,APAC,Business Unit Bravo
2022-01-01,2024-01-31,Shanghai Office - Administrative or Professional 1,,,Shanghai,China,,,Office - Administrative or Professional,783,square_meters,Owned by us,0,TRUE,,,,APAC,Business Unit Delta 
2022-01-01,2024-01-31,Chongqing Office - Administrative or Professional 1,,,Chongqing,China,,,Office - Administrative or Professional,542,square_meters,Owned by us,0,TRUE,,,,APAC,Business Unit Alpha 
2022-01-01,2024-01-31,Guangzhou Office - Administrative or Professional 1,,,Guangzhou,China,,,Office - Administrative or Professional,569,square_meters,Owned by us,0,TRUE,,,,APAC,Business Unit Alpha 
2022-01-01,2024-01-31,Shenzhen Office - Administrative or Professional 1,,,Shenzhen,China,,,Office - Administrative or Professional,778,square_meters,Owned by us,0,TRUE,,,,APAC,Business Unit Echo
2022-01-01,2024-01-31,Shenzhen Office - Administrative or Professional 2,,,Shenzhen,China,,,Office - Administrative or Professional,750,square_meters,Owned by us,0,TRUE,,,,APAC,Business Unit Delta 
2022-01-01,2023-01-01,Tianjin Office - Administrative or Professional 1,,,Tianjin,China,,,Office - Administrative or Professional,872,square_meters,Owned by us,0,TRUE,,,,APAC,Business Unit Bravo
2022-01-01,2024-01-31,Tianjin Office - Administrative or Professional 2,,,Tianjin,China,,,Office - Administrative or Professional,733,square_meters,Owned by us,0,TRUE,,,,APAC,Business Unit Charlie
2022-01-01,2024-01-31,Chengdu Office - Administrative or Professional 1,,,Chengdu,China,,,Office - Administrative or Professional,689,square_meters,Owned by us,0,TRUE,,,,APAC,Business Unit Charlie
2022-01-01,2024-01-31,Wuhan Office - Mixed use 1,,,Wuhan,China,,,Office - Mixed use,"2,078",square_meters,Owned by us,0,TRUE,,,,APAC,Business Unit Charlie
2022-01-01,2024-01-31,Nanjing Office - Mixed use 1,,,Nanjing,China,,,Office - Mixed use,"2,003",square_meters,Owned by us,0,TRUE,,,,APAC,Business Unit Charlie
2022-01-01,2024-01-31,Nanjing Office - Mixed use 2,,,Nanjing,China,,,Office - Mixed use,"2,165",square_meters,Owned by us,0,TRUE,,,,APAC,Business Unit Echo
2023-12-01,2024-01-31,Dongguan Office - Mixed use 1,,,Dongguan,China,,,Office - Mixed use,"1,634",square_meters,Owned by us,0,TRUE,,,,APAC,Business Unit Echo
2022-01-01,2024-01-31,Dongguan Office - Mixed use 2,,,Dongguan,China,,,Office - Mixed use,"1,447",square_meters,Owned by us,0,TRUE,,,,APAC,Business Unit Echo
2022-01-01,2024-01-31,London Office - Administrative or Professional 1,,,London,United Kingdom,,,Office - Administrative or Professional,846,square_meters,Owned by us,0,TRUE,,,,Europe,Business Unit Echo
2022-01-01,2024-01-31,London Office - Administrative or Professional 2,,,London,United Kingdom,,,Office - Administrative or Professional,476,square_meters,Owned by us,0,TRUE,,,,Europe,Business Unit Echo
2023-01-01,2024-01-31,London Office - Administrative or Professional 3,,,London,United Kingdom,,,Office - Administrative or Professional,556,square_meters,Owned by us,0,TRUE,,,,Europe,Business Unit Echo
2022-01-01,2024-01-31,London Office - Mixed use 1,,,London,United Kingdom,,,Office - Mixed use,"2,052",square_meters,Owned by us,0,TRUE,,,,Europe,Business Unit Charlie
2022-01-01,2024-01-31,London Office - Administrative or Professional 4,,,London,United Kingdom,,,Office - Administrative or Professional,745,square_meters,Owned by us,0,TRUE,,,,Europe,Business Unit Delta 
2022-01-01,2023-01-01,London Office - Mixed use 2,,,London,United Kingdom,,,Office - Mixed use,"1,471",square_meters,Owned by us,0,TRUE,,,,Europe,Business Unit Delta 
2023-11-01,2024-01-31,London Office - Administrative or Professional 5,,,London,United Kingdom,,,Office - Administrative or Professional,804,square_meters,Owned by us,0,TRUE,,,,Europe,Business Unit Charlie
2022-01-01,2024-01-31,London Office - Mixed use 3,,,London,United Kingdom,,,Office - Mixed use,"1,912",square_meters,Owned by us,0,TRUE,,,,Europe,Business Unit Alpha 
2022-01-01,2024-01-31,London Office - Mixed use 4,,,London,United Kingdom,,,Office - Mixed use,"1,702",square_meters,Owned by us,0,TRUE,,,,Europe,Business Unit Alpha 
2022-01-01,2024-01-31,London Office - Administrative or Professional 6,,,London,United Kingdom,,,Office - Administrative or Professional,857,square_meters,Owned by us,0,TRUE,,,,Europe,Business Unit Alpha 
2022-01-01,2024-01-31,London Office - Administrative or Professional 7,,,London,United Kingdom,,,Office - Administrative or Professional,765,square_meters,Owned by us,0,TRUE,,,,Europe,Business Unit Charlie
2023-06-01,2024-01-31,London Office - Administrative or Professional 8,,,London,United Kingdom,,,Office - Administrative or Professional,561,square_meters,Owned by us,0,TRUE,,,,Europe,Business Unit Echo
2022-01-01,2024-01-31,London Office - Administrative or Professional 9,,,London,United Kingdom,,,Office - Administrative or Professional,813,square_meters,Owned by us,0,TRUE,,,,Europe,Business Unit Charlie
2023-05-01,2024-01-31,London Office - Mixed use 5,,,London,United Kingdom,,,Office - Mixed use,"1,514",square_meters,Owned by us,0,TRUE,,,,Europe,Business Unit Echo
2022-01-01,2023-01-01,London Office - Mixed use 6,,,London,United Kingdom,,,Office - Mixed use,"2,001",square_meters,Owned by us,0,TRUE,,,,Europe,Business Unit Bravo
2022-01-01,2024-01-31,London Office - Mixed use 7,,,London,United Kingdom,,,Office - Mixed use,"1,107",square_meters,Owned by us,0,TRUE,,,,Europe,Business Unit Charlie
2023-06-01,2024-01-31,London Office - Mixed use 8,,,London,United Kingdom,,,Office - Mixed use,"2,061",square_meters,Owned by us,0,TRUE,,,,Europe,Business Unit Charlie
2022-01-01,2024-01-31,London Office - Administrative or Professional 10,,,London,United Kingdom,,,Office - Administrative or Professional,500,square_meters,Owned by us,0,TRUE,,,,Europe,Business Unit Delta 
2023-02-01,2024-01-31,London Office - Mixed use 9,,,London,United Kingdom,,,Office - Mixed use,"1,304",square_meters,Owned by us,0,TRUE,,,,Europe,Business Unit Bravo
2022-01-01,2023-01-01,London Office - Mixed use 10,,,London,United Kingdom,,,Office - Mixed use,"1,051",square_meters,Owned by us,0,TRUE,,,,Europe,Business Unit Charlie
2022-01-01,2023-01-01,London Office - Mixed use 11,,,London,United Kingdom,,,Office - Mixed use,"1,814",square_meters,Owned by us,0,TRUE,,,,Europe,Business Unit Charlie
2022-01-01,2024-01-31,London Office - Mixed use 12,,,London,United Kingdom,,,Office - Mixed use,940,square_meters,Owned by us,0,TRUE,,,,Europe,Business Unit Charlie
